accelX,accelY,accelZ,gyroX,gyroY,gyroZ,activity
15824,448,-828,-808,575,-927,3
16264,1064,-620,-954,736,-2360,3
16368,1492,-1292,-1064,-399,-289,3
16592,1164,-1328,-416,-1224,879,3
16260,1004,-1500,-397,-211,302,3
16348,872,-1216,-393,504,-465,3
16688,1252,-1144,-567,287,-519,3
16332,1360,-340,-458,661,-336,3
16304,1240,-316,-585,207,242,3
16408,1412,-360,-540,628,-914,3
15944,1464,276,-553,1241,-705,3
15780,720,-80,-342,-391,-384,3
16552,2244,-448,38,-1398,-416,3
16116,1676,-412,-374,-444,-441,3
16244,1396,268,-1032,961,-1578,3
16432,2076,-136,-453,252,-1057,3
16484,2448,-188,-503,-230,649,3
15576,864,-420,-545,-841,1406,3
16560,1652,-732,-339,-674,280,3
16332,1388,-964,-394,-857,87,3
17184,1692,-1396,-311,-1409,1026,3
16908,876,-1048,23,-425,1449,3
16396,1404,-1164,-170,-84,484,3
17324,1552,-1220,-262,238,54,3
17000,1352,-432,-718,1615,374,3
16640,2016,-788,-493,950,501,3
15852,800,-48,-582,1141,659,3
16424,1496,-460,-800,1225,362,3
16448,1420,32,-412,798,163,3
15952,1108,840,-665,1284,79,3
16176,1156,488,-1098,955,406,3
16208,1532,320,-1461,655,-17,3
15064,616,828,-1399,751,669,3
16864,1560,-44,-1111,59,169,3
15616,364,404,-1509,873,483,3
15816,972,56,-592,-1018,645,3
16904,-88,28,-1155,1206,-164,3
16508,968,292,-827,468,-846,3
15688,944,668,-461,-309,1236,3
16752,1028,-92,-496,-513,455,3
16064,560,496,-1681,1421,183,3
15380,104,996,-1134,-149,258,3
16340,436,36,-662,-4,581,3
15884,88,580,-388,-163,-462,3
16800,460,576,-62,-346,705,3
16672,1016,916,-467,438,331,3
16688,1248,612,-276,78,591,3
15348,348,704,-626,-811,784,3
15708,1028,276,-853,-523,734,3
15620,940,132,-1248,-1098,857,3
15988,456,-132,-1111,-1832,763,3
16312,-40,-20,-1324,-786,501,3
16284,272,92,-1799,-784,-758,3
15760,-748,236,-1298,-1468,940,3
17564,-352,-1376,-854,-2279,-207,3
17096,-596,-1276,-1500,993,-1029,3
16500,128,-508,-1566,946,-967,3
15848,192,-440,-2117,841,-49,3
15784,540,-96,-1298,-435,-310,3
16412,724,-692,-1148,-743,358,3
16180,-24,-628,-1303,-140,-324,3
15632,-104,12,-1226,-120,-618,3
17240,508,-428,-707,-1052,-443,3
16596,-300,-1340,-1269,-211,-245,3
16764,320,-1092,-807,-179,-1336,3
16452,824,-712,-1819,1202,-358,3
16712,1160,-864,-1686,783,-1565,3
16952,992,-992,-1812,254,-477,3
16332,756,-520,-1129,-286,-259,3
16952,916,-1164,-481,-552,456,3
16188,112,-928,-753,234,373,3
16300,460,-232,-148,-126,-26,3
16476,960,-288,582,-572,243,3
15676,496,748,-62,12,-142,3
16008,1000,220,-14,-328,-555,3
16608,1304,-224,266,-969,-140,3
16916,1116,-1168,-504,-632,140,3
17852,1080,-2048,-215,-578,319,3
17668,1356,-1980,-311,805,96,3
16296,516,-1688,-81,854,689,3
16052,736,-1208,-126,479,-1,3
16780,1888,-1284,258,-263,160,3
16816,1680,-1468,-444,-466,244,3
15824,-244,32,-767,250,577,3
16428,736,-1568,-151,-1665,-69,3
16684,840,-1120,-1075,1592,-536,3
15144,484,-232,-852,370,-2127,3
18576,1696,-2688,365,-603,1050,3
14348,-1100,980,-1397,5306,-5070,3
17496,3604,12,2441,-293,-1795,3
15944,456,468,276,-506,2736,3
17988,2260,-1200,1637,-4212,1475,3
16764,352,-1292,-294,282,2147,3
15520,328,-144,1074,340,-209,3
15912,952,-280,827,-442,1138,3
16148,484,-384,757,-538,785,3
16760,924,-656,285,1180,326,3
15408,112,208,-513,1580,-5,3
16284,968,-152,567,692,-393,3
15416,-220,56,-187,831,-95,3
16408,540,-280,1720,-1414,865,3
17100,252,-860,1364,-854,82,3
16632,360,-1312,1017,1367,-1399,3
16016,1208,-412,377,3056,-2061,3
16124,-148,-76,1678,1145,-1683,3
16500,1444,-172,2778,-385,819,3
16096,928,-48,2166,479,-649,3
16284,1496,348,1562,922,-288,3
15680,1284,388,880,969,-358,3
15780,940,864,917,661,-945,3
16568,1588,444,754,1356,-1907,3
16136,1628,956,470,1271,-1036,3
16256,1476,804,283,527,603,3
15980,1492,1072,804,866,348,3
15896,864,968,750,973,-435,3
16192,1408,1572,1342,1366,-643,3
16892,1792,1388,1035,1450,-1408,3
16624,1576,1768,1047,1358,154,3
16724,1532,1548,906,1104,184,3
16128,1408,1800,501,945,156,3
16048,1112,1584,1466,-36,780,3
16352,1132,1636,1255,393,519,3
16228,1720,1720,2026,688,44,3
16456,1768,1368,1916,48,953,3
16148,756,1460,2014,342,1374,3
16164,1248,1800,2243,512,876,3
16192,696,1828,1818,604,627,3
15984,1792,2428,1777,1402,753,3
15692,952,2284,1518,802,799,3
16016,1276,2180,1364,1580,608,3
15700,296,2356,1469,2287,-176,3
15888,1564,2608,2070,1449,-75,3
16124,1176,2568,1788,1779,253,3
15588,1384,2848,1765,1365,347,3
15520,1200,3188,2096,113,776,3
16180,1580,2612,2639,-1011,1126,3
16128,1360,2608,1807,-691,1112,3
16244,1664,2624,1447,417,190,3
15756,880,2864,423,-220,1491,3
16040,720,2472,798,-463,1342,3
16024,176,2324,968,1091,272,3
15552,480,2844,2069,2197,-1041,3
15828,1300,2940,2666,656,-694,3
16088,1308,3116,3192,-1551,1187,3
17112,1988,2440,2830,-980,1471,3
16352,328,2656,2028,438,1258,3
15896,1224,3052,2012,1364,242,3
16256,740,2832,2156,1109,95,3
15572,2068,3660,2317,714,-644,3
15988,1920,3552,1565,-243,782,3
15780,624,3116,1212,-1825,-53,3
16636,1504,2752,1712,-1809,404,3
17096,856,1844,1928,-559,331,3
15592,1964,3160,1119,1672,-696,3
16220,-8,2584,2576,-826,542,3
16136,2852,3144,4260,-2763,1117,3
16412,960,2648,2253,-1279,1318,3
16140,660,1896,3062,432,586,3
15760,-340,1680,3079,1633,385,3
15700,276,1944,4761,1376,-461,3
16604,1644,1740,5352,1513,-905,3
15464,400,2564,4194,1971,1091,3
14760,808,3036,6389,-1712,2240,3
15484,488,2252,6658,-2100,1891,3
17784,1716,696,6828,-783,1106,3
16080,876,1588,5453,2732,557,3
14064,-1264,2456,5726,-74,1250,3
15356,1112,1444,7635,-4523,1820,3
16652,696,1864,6948,-3540,1511,3
16084,292,1580,5382,-1649,658,3
16460,704,548,6032,-2670,640,3
16328,416,488,6151,-1398,1044,3
16628,1372,952,5909,434,-1392,3
16304,948,1528,5938,198,1620,3
15736,1320,1476,5491,60,-199,3
16400,1540,1636,4711,-277,424,3
15840,864,1728,2961,-1549,1374,3
16524,1196,968,2389,-2574,905,3
16648,664,276,1221,-1983,1295,3
16440,-116,-236,2008,-1471,521,3
16148,784,16,1583,125,-1350,3
16552,292,-148,2764,115,-566,3
16576,1404,-280,2623,888,-1073,3
16044,968,532,2535,2487,-1017,3
16704,1684,552,2664,2449,-1833,3
17000,1480,952,2089,1926,-69,3
16048,1840,1444,2469,1766,-330,3
17400,2608,1080,1680,1529,18,3
16188,516,1760,1051,2702,910,3
15804,668,1628,1785,494,-731,3
16328,2508,1764,1201,-128,-208,3
16128,1416,2056,253,343,543,3
16080,1256,2124,139,-148,-289,3
16136,1408,2448,-237,-1153,342,3
16452,868,1856,258,-2144,1878,3
17128,720,1508,-176,-1107,1640,3
15596,-684,1792,-955,-214,327,3
16424,628,1436,150,-2395,2186,3
15856,-1580,1184,-956,-1221,1673,3
16288,-92,904,-615,-352,24,3
16224,300,1276,-864,663,10,3
15832,-384,1112,-1214,-415,1329,3
16592,416,588,-953,-620,735,3
16172,-532,688,-2103,1185,807,3
16260,368,916,-1348,1038,-273,3
16004,120,444,-2359,901,350,3
15788,40,736,-1624,-82,921,3
15976,-16,468,-1747,663,-506,3
15932,-176,212,-1537,179,-168,3
15928,-328,428,-940,-33,-373,3
16276,-276,232,-767,-335,-985,3
16096,60,576,-584,62,-968,3
16940,580,588,49,-727,-994,3
16704,376,552,-1350,48,-383,3
16744,564,480,-392,-928,353,3
16780,256,284,-1190,-20,512,3
16300,-48,444,-755,-348,492,3
16464,-184,288,-973,4,316,3
16280,56,400,-548,207,-14,3
16056,1784,452,-1020,-1222,139,3
17072,2256,84,-793,-1259,531,3
16520,1328,672,-2274,133,-2,3
17112,2080,124,-2297,-526,234,3
16596,828,528,-2754,480,836,3
16708,880,428,-2050,586,-54,3
16624,1852,388,-2773,647,-92,3
16468,744,388,-3067,190,1490,3
16464,612,268,-2339,-1116,1833,3
15972,752,656,-2535,576,1449,3
15668,400,960,-2971,1733,27,3
15628,1180,876,-3469,1501,557,3
15112,-32,1196,-3096,681,1826,3
15820,-484,1224,-1883,-471,1020,3
16020,-324,672,-724,-133,157,3
15792,92,744,-34,263,-801,3
16316,992,1116,723,257,-1361,3
16608,880,1000,-994,480,-558,3
16680,1360,888,-607,-1121,1513,3
16800,1124,1460,-2184,303,-154,3
16268,1544,920,-2767,-622,406,3
15988,264,488,-2719,-1877,743,3
15920,76,-248,-2649,-1426,574,3
16760,276,-556,-2105,-1875,-556,3
16764,492,-1104,-2330,-1086,783,3
16116,-296,-984,-2324,-758,1050,3
16104,-232,-696,-1253,-133,-321,3
16020,388,-748,-1335,178,-14,3
16452,828,-424,185,-933,-228,3
17540,1092,-984,-202,-1160,-460,3
17192,1468,-548,-318,-521,937,3
16380,540,-240,-1061,-22,1018,3
15708,968,-276,-1456,-166,781,3
15948,20,-488,-1851,-1432,1655,3
15936,432,-532,-1877,-2370,1890,3
16500,-648,-1336,-2085,-1160,1567,3
16328,-144,-1512,-1922,432,684,3
16160,-996,-1660,-1033,729,1256,3
16476,-292,-1340,-28,579,-11,3
15472,-1176,-896,-685,1722,581,3
15732,-728,-924,558,-132,90,3
16188,-992,-1416,-543,-625,495,3
16396,-1432,-1192,-464,-768,637,3
16600,-316,-1184,-1004,424,-1241,3
15900,-856,-568,-1657,555,-227,3
16420,-780,-456,-1803,19,-441,3
17052,-656,-876,-2296,721,-408,3
17028,-464,-332,-2483,832,-92,3
16972,-428,-912,-2723,672,-314,3
17112,448,-576,-2776,71,-1553,3
16068,-564,-780,-3990,217,465,3
16584,-608,-372,-2736,-669,65,3
16476,44,-624,-2929,1742,-292,3
15668,-864,52,-1952,1720,-81,3
16016,316,-140,-1771,978,-738,3
15868,-632,-452,-2089,285,222,3
16104,-364,-452,-1922,-347,511,3
16356,-1148,-476,-1858,192,-87,3
16452,-180,188,-1079,907,-630,3
16116,-364,448,-1079,796,-59,3
16448,-132,244,-494,29,-171,3
16444,-640,592,-881,648,-367,3
16360,580,812,-1009,326,-561,3
16268,76,652,-957,-576,523,3
16944,124,-256,-657,-1273,776,3
16548,-940,-664,-910,-143,825,3
16840,-144,-312,28,411,-873,3
16180,-236,-292,-746,1196,119,3
16172,-272,192,-398,-221,-286,3
16388,916,64,-570,-92,51,3
16508,888,56,16,-855,-534,3
17452,1840,-332,-279,-135,498,3
17096,596,-380,-251,286,-174,3
16736,1172,180,-231,1206,90,3
15552,-516,852,-717,1956,-322,3
16060,376,812,-378,122,-1420,3
16676,832,276,168,-533,13,3
16728,288,-272,-123,97,-765,3
16468,888,188,320,1002,-875,3
16192,724,524,371,102,-993,3
16284,880,940,938,-812,340,3
16176,408,368,821,-727,-277,3
16312,120,296,997,-845,-674,3
16208,1256,488,296,251,-779,3
16240,240,632,520,-374,638,3
16780,576,-108,146,-246,-306,3
16740,200,52,84,512,182,3
16756,816,-272,110,-357,275,3
16552,80,204,-473,608,-384,3
15728,1096,592,-434,564,-284,3
16380,896,-240,167,-1142,358,3
16404,864,-352,-540,-570,1048,3
16324,-212,-320,-130,692,773,3
16020,-60,96,-514,1856,-1135,3
16528,232,-16,10,1027,-1040,3
16268,280,228,-503,780,168,3
15672,-460,584,-724,595,1097,3
16256,-560,424,122,-678,-778,3
16788,684,160,-746,497,-1144,3
15904,-304,880,-1067,618,-11,3
16204,132,856,-1048,-48,133,3
16336,20,708,-1878,631,360,3
16112,-1404,256,-2083,783,473,3
16360,-196,460,-979,599,-924,3
16048,-252,744,-1471,1482,-652,3
15436,-208,1524,-1825,1934,-1598,3
15904,208,992,-1797,73,-595,3
16212,436,596,-1541,-1374,-74,3
16388,616,888,-1912,-168,-946,3
16620,888,448,-1878,-269,-446,3
17100,1176,268,-1862,310,-616,3
15836,-672,1252,-2324,1173,1974,3
16136,244,1120,-1148,-407,-491,3
16340,456,1320,-2333,670,-829,3
16280,356,1604,-1770,-935,-721,3
16824,916,1088,-1710,-1116,-12,3
15724,-852,960,-1317,-1189,604,3
15564,312,1156,-691,-1051,-130,3
15028,440,1812,-1381,277,-970,3
15904,888,1744,-1454,-178,-1682,3
16836,1448,980,-1755,-291,-246,3
16276,-88,1328,-1797,228,86,3
16668,680,1336,-1475,548,-1750,3
16504,1384,1548,-1187,978,-1560,3
16448,1516,1348,-1141,42,-497,3
16536,1652,996,-756,-265,886,3
15780,380,1256,-1564,720,1050,3
16196,1208,768,-509,95,628,3
16324,172,904,-429,-559,659,3
16392,1492,416,579,-1388,781,3
16276,300,1312,270,136,1151,3
16732,1296,712,749,-13,-1273,3
16568,828,380,54,211,-70,3
16460,720,824,689,80,473,3
16852,1336,688,343,449,25,3
16252,808,1012,-31,347,790,3
16112,212,1048,-369,-120,685,3
16140,792,752,244,-559,346,3
16500,376,788,-146,-27,117,3
16168,316,892,-185,225,5,3
16292,664,956,-206,-31,-478,3
16284,-212,832,-227,1,-55,3
16464,688,536,354,294,-1525,3
16208,1220,632,52,844,-1184,3
15776,508,1024,299,3,-494,3
16024,688,432,405,-429,-134,3
16656,436,576,423,-131,-720,3
16372,844,624,77,735,-820,3
16704,1004,744,885,-282,-191,3
16540,-32,560,436,-237,293,3
16472,1288,624,607,358,-698,3
15908,1192,944,-217,1562,-288,3
15484,528,1176,-385,333,212,3
15964,840,1140,-79,-1021,136,3
16132,548,928,-606,-749,423,3
16048,904,1120,-594,-246,-810,3
16340,1088,764,-955,70,-907,3
16076,656,1268,-1191,95,87,3
16716,772,492,-526,-429,397,3
16404,636,644,-795,1110,-566,3
16584,1044,532,246,-210,52,3
17328,1700,248,896,-556,215,3
16536,1200,740,230,1081,951,3
16064,568,1324,262,306,-87,3
16768,2204,604,1129,-1224,-356,3
16272,952,484,347,-331,414,3
16132,1212,120,518,512,-561,3
16100,1016,488,820,441,-59,3
16168,812,632,1273,-404,1168,3
16056,364,796,1521,65,838,3
16192,608,688,2007,385,-1,3
15868,500,1084,1627,1439,-383,3
15996,232,960,2254,540,12,3
16284,612,1180,2333,383,130,3
16284,524,1148,2623,91,338,3
16480,1096,1000,2578,773,-241,3
16300,1036,1012,2518,979,-175,3
16256,936,1408,2781,785,-341,3
16308,1452,1212,2690,409,-169,3
16060,1528,1660,2544,744,546,3
15756,740,2036,2536,54,17,3
15976,1388,1972,2523,-430,620,3
16120,1252,1996,2712,-1105,286,3
16568,1728,920,2379,-790,362,3
16044,1004,1340,1976,816,-168,3
16060,1440,1152,2306,902,-1089,3
16264,1920,1644,2377,798,-542,3
16280,1792,1700,2685,-154,127,3
16408,1124,1764,2276,140,318,3
16812,1948,1416,2328,113,154,3
16156,600,1436,1948,581,823,3
16208,1336,1472,2360,406,-375,3
16356,1492,1696,2443,194,71,3
16072,1908,1484,2186,-251,893,3
15996,948,1564,2340,-757,1023,3
16016,1736,1700,2327,-178,58,3
15944,1512,2052,1697,110,39,3
15948,1324,2112,1996,96,-131,3
16512,1972,1856,2116,-218,-608,3
16588,1896,1604,1663,250,-127,3
16840,2240,2020,1922,150,-544,3
16708,2032,1892,1507,734,292,3
16672,960,1288,1798,1132,122,3
16668,1324,1476,1950,2082,-759,3
16052,648,1780,2467,1374,219,3
15584,744,2284,3062,406,-67,3
15556,1332,2812,2906,64,-2,3
15900,2580,2836,3271,-940,-895,3
18344,28,-168,1817,-592,1364,3
15676,1216,2372,1275,-429,1416,3
15308,1896,1964,1264,1035,-207,3
15728,1616,1596,1322,1285,-1497,3
16324,2288,1592,1514,732,13,3
16296,2280,1404,1326,252,1146,3
16072,584,1672,1244,-217,1073,3
16836,2768,868,1474,500,-1021,3
15936,1552,1696,561,1549,-72,3
15700,1624,1780,705,472,-873,3
16224,2512,1756,-68,-141,398,3
16600,2276,1716,-597,149,534,3
16172,1520,1676,-1446,1013,1610,3
15180,-256,1752,-1462,1188,1267,3
15916,1288,1176,300,-710,-953,3
15492,1428,1528,-775,-602,-576,3
16048,1768,1404,317,-2217,-86,3
16360,1588,1312,-468,-1873,-189,3
16552,1260,1300,-225,-1483,-13,3
16912,1408,1156,-683,-725,-237,3
16576,980,1684,-320,229,-478,3
16380,2116,1588,-457,104,-778,3
15736,1464,2136,-296,-158,199,3
16100,2172,1884,-137,-1529,163,3
16076,1580,2028,-433,-1240,2256,3
16376,2216,1776,151,-1539,96,3
16324,2368,1480,-705,462,1468,3
15400,1176,1872,116,-200,137,3
16016,1756,1264,155,-635,626,3
15740,748,1760,244,-101,78,3
16596,1844,1328,452,-402,-190,3
16040,768,1728,-85,633,218,3
16408,1720,1528,794,279,-835,3
16344,880,2004,258,1395,-170,3
16468,2668,1224,708,-860,-326,3
16136,848,1696,-295,-964,2175,3
16560,188,1244,-296,-882,419,3
16908,1304,688,-193,107,-567,3
16616,704,696,279,-380,543,3
16640,900,848,752,-855,250,3
16236,1600,616,297,232,855,3
15812,228,876,147,294,680,3
16692,1940,72,938,-1507,973,3
16428,1136,-92,50,-230,1327,3
16584,1308,-48,460,158,755,3
16068,1808,92,-201,834,212,3
16248,928,-108,108,-711,1250,3
15928,572,-40,-298,-176,603,3
16064,972,132,325,-411,-115,3
16224,1036,-192,-330,-518,307,3
16036,124,48,-230,-217,158,3
16040,684,544,-293,771,-756,3
15756,460,932,-1298,691,398,3
16644,460,1396,-3,-1551,67,3
17532,2544,1432,-794,-895,-494,3
17244,1276,1416,-1086,-1695,984,3
17324,1420,832,-1691,-2290,1434,3
16108,-64,1060,-2366,-798,1411,3
16108,1012,856,-2224,-202,-1153,3
15752,364,1004,-3211,532,643,3
15620,336,1132,-2764,-298,-545,3
16268,424,816,-2348,-384,-758,3
15880,656,816,-2500,-5,-500,3
16680,1048,160,-2063,-535,-754,3
17040,648,128,-2377,-318,-371,3
16996,1248,264,-2175,-201,-705,3
16760,1208,-24,-1822,-970,206,3
16724,732,388,-1485,-819,352,3
16952,1056,-308,-1495,-453,-585,3
16736,832,-648,-1497,176,194,3
16764,1416,-456,-1565,756,124,3
16324,424,44,-2004,1297,791,3
15948,840,112,-1719,730,214,3
15340,-36,524,-2000,-69,466,3
16272,1244,-176,-1615,-1024,555,3
16080,280,-148,-2604,-180,1184,3
15968,364,-396,-2411,-958,792,3
16260,372,-656,-2266,-841,768,3
16376,-12,-1012,-2768,21,1038,3
15980,-392,-1396,-2434,532,239,3
15888,-212,-936,-2380,987,-450,3
16112,-356,-1276,-2461,821,-103,3
15728,-268,-1104,-2644,879,-415,3
15728,-888,-816,-2736,671,-536,3
16032,-264,-816,-2838,177,-1088,3
16112,-1076,-1292,-1934,-765,-266,3
15884,152,-728,-2108,-831,-1553,3
16664,-96,-1428,-1965,129,-861,3
16624,1732,-1008,-2239,1132,-1349,3
15964,668,-612,-2337,897,58,3
15692,1120,-584,-1656,-345,-97,3
16220,680,-1016,-1424,-531,85,3
16424,396,-992,-1305,40,-1055,3
16476,756,-848,-770,468,-660,3
15940,692,-508,-305,21,-986,3
16028,332,-56,-181,-294,188,3
16616,880,-776,786,-813,-645,3
16828,1160,-1048,-233,667,116,3
16420,-880,-520,218,855,1050,3
17520,1796,-256,1502,286,-594,3
16712,808,-308,1076,628,300,3
16160,1264,612,980,825,-520,3
16368,1556,1488,-825,2632,-1082,3
15964,452,1424,-495,1565,-1389,3
15816,-252,1384,74,-551,-53,3
16440,1084,1524,199,-951,-1406,3
16888,1180,1188,113,-794,269,3
16684,2164,1280,357,208,-877,3
16752,1236,1136,282,-110,34,3
15944,2984,100,495,-414,1670,3
15512,-12,2184,-179,969,469,3
16744,2368,500,1265,-685,-948,3
16644,1792,280,152,960,-58,3
15680,792,456,535,864,197,3
15888,1156,392,293,341,-354,3
15812,1052,232,-496,315,455,3
15784,940,560,194,-403,313,3
16372,1104,516,-530,39,-1180,3
16356,2076,488,-514,-828,256,3
16472,1472,124,-997,-1186,312,3
16912,1416,-280,-1082,-684,318,3
16608,1596,-448,-1161,-16,-361,3
15816,892,88,-1441,599,-392,3
16300,2056,160,-1157,116,-1138,3
16252,1020,352,-1645,229,-92,3
16568,1972,356,-1469,85,-633,3
16416,1380,188,-1621,662,543,3
16092,832,588,-1672,963,-515,3
16272,1696,660,-1380,966,-19,3
16060,744,840,-1258,1239,-198,3
16236,1576,880,-1118,876,-501,3
16840,1844,1124,-1510,1199,28,3
16576,1256,1516,-1409,1449,-321,3
16584,1924,1668,-1553,2016,-64,3
15836,892,1780,-1196,1823,25,3
16572,2052,1424,-897,1242,-467,3
15980,884,2284,-1464,2142,278,3
16032,1292,2552,-230,467,182,3
16204,2004,2312,-767,530,795,3
16004,1224,2240,-928,339,409,3
16396,2348,2104,-1315,632,593,3
15464,636,2672,-786,836,1033,3
15916,1352,2100,-214,474,864,3
15700,596,2380,-264,989,814,3
15996,1488,2732,192,349,358,3
15880,-16,2464,-398,678,1168,3
16172,760,2764,26,487,-184,3
15912,652,2944,-525,1713,459,3
15800,568,3392,-725,1552,-546,3
16056,1208,3348,-1262,452,-733,3
15692,1240,3716,-1682,-431,147,3
15956,972,3336,-2113,-1550,758,3
16264,1356,2672,-2765,-1779,1251,3
16168,-60,2524,-3057,-994,680,3
16148,340,2312,-2941,-194,-788,3
16148,644,2688,-2468,-474,-676,3
15836,-328,2360,-2308,-191,320,3
16072,-644,1908,-1660,329,-426,3
15968,-376,2268,-824,2531,-1644,3
15504,-92,2784,-595,3653,-1225,3
16248,-112,2288,-29,2329,-2312,3
16684,1248,3308,204,2164,-1122,3
15860,572,4136,-502,1084,-331,3
15560,1360,4192,-244,-788,227,3
15336,660,4192,-553,-1213,849,3
16076,1096,3472,-158,-1307,352,3
15896,736,3412,-358,-1076,183,3
15436,572,3776,-310,-689,1324,3
15192,364,3240,-163,-911,491,3
16116,928,2664,104,-587,-33,3
17364,1028,1604,-600,-390,-652,3
17856,2020,1508,-266,-358,-376,3
17388,-68,1456,-430,658,1220,3
17356,1036,1048,779,-588,-311,3
15536,-672,2144,-207,1923,1613,3
16396,-132,3264,1802,-848,-255,3
14920,-556,1968,2432,-1003,973,3
17156,596,1428,4077,-2081,38,3
15976,-1612,1864,4188,-886,1381,3
16620,592,2244,4960,-918,793,3
15224,-312,3160,4858,-751,1344,3
16476,-448,3144,6148,-2530,2037,3
16872,-996,2164,5832,-1571,1927,3
16488,108,2736,5653,396,-55,3
16348,652,3068,4103,1219,665,3
15732,124,3176,3123,1267,209,3
16560,1004,2540,1577,-394,561,3
16548,384,2204,2001,-734,2272,3
16024,-424,2124,920,920,314,3
15516,376,2684,2207,859,224,3
15856,988,1936,2168,-278,991,3
15900,396,2004,2304,-810,1489,3
15992,596,1632,1840,-87,1490,3
15328,-1068,2392,2160,-49,1191,3
15700,-620,2124,2519,151,241,3
15848,124,2484,2884,643,-765,3
15368,-672,3396,3319,213,12,3
16704,852,2748,3505,-473,-231,3
16244,432,3032,2274,344,337,3
16692,272,3132,2268,-855,813,3
16360,-160,3048,1904,-21,1077,3
16372,-292,2420,2004,132,202,3
16092,508,2524,2089,-130,551,3
15596,-552,2552,2088,-381,1400,3
16608,-480,2192,2807,-716,157,3
15476,-832,2460,2155,220,931,3
15644,-868,2808,2566,-687,944,3
15844,-268,2744,2895,-598,131,3
15668,-180,2744,2305,-363,-344,3
16600,596,2036,2627,-616,460,3
16596,-64,2360,2177,-316,120,3
16524,-20,2392,2667,-639,760,3
16488,-600,1580,2641,-515,806,3
15932,-600,2076,3049,-397,404,3
16192,-336,1668,2603,-430,690,3
15880,-704,2144,3158,-913,647,3
16264,-992,2792,2949,-115,760,3
15476,-768,2884,3031,726,1363,3
15784,-680,3148,3176,-416,892,3
16268,-24,2204,1685,695,176,3
15872,-176,2480,1422,642,-318,3
16048,28,2124,894,-413,347,3
16132,220,2116,942,-211,622,3
15992,-384,1748,233,-806,354,3
16100,-656,2036,580,-220,608,3
16660,-208,1840,676,19,-580,3
16480,316,2176,-150,1470,-436,3
15632,-396,2488,-914,1021,-168,3
15740,184,2536,-180,-628,421,3
15780,-684,2204,-1196,-407,-122,3
16064,-632,1972,-884,-275,112,3
15908,-852,2324,-688,-309,-208,3
15808,-1580,2700,-1140,643,-47,3
16116,-768,2776,-763,504,-614,3
16500,-812,2508,-1333,1000,-1159,3
16000,-96,2600,-1638,1156,-1002,3
15872,144,2400,-1763,750,-1455,3
15780,72,2636,-1712,673,-847,3
15576,-240,2764,-1469,240,350,3
15780,-116,2832,-590,-241,-1373,3
15976,192,2436,-607,391,-1202,3
15780,84,2996,-4,214,-1661,3
16408,676,2528,131,-58,-1525,3
16068,292,2832,306,-168,-779,3
17132,980,2604,321,-112,-1316,3
16176,336,3060,-194,555,-609,3
16228,1156,2564,-12,-280,-452,3
15980,660,2884,-347,183,-127,3
16080,948,2776,-725,727,-111,3
15576,568,2884,-948,544,-1224,3
16160,1228,2188,-622,-1042,268,3
15988,576,1844,-331,-1162,1119,3
15896,240,1812,-185,63,-197,3
15812,404,2456,37,902,-886,3
16104,644,2352,411,-292,-415,3
16376,480,2348,595,-874,133,3
16512,1068,1948,407,-748,442,3
15896,276,1996,568,-922,1025,3
16180,672,1584,1097,-1315,809,3
16172,-180,1520,1393,-1178,236,3
16876,972,1332,1700,-470,-218,3
16340,248,1808,1547,-112,114,3
17036,1048,1536,2584,-803,-128,3
16764,1220,1728,1549,1025,-92,3
16304,1268,2276,1628,1223,-1416,3
16284,880,2160,1742,-200,301,3
17264,488,1448,1820,-536,269,3
16620,1208,2196,806,1612,-721,3
15752,236,2632,687,804,148,3
15616,624,2516,1612,-1534,268,3
16128,2060,1796,1733,-909,-509,3
16008,308,2008,534,1340,-866,3
15600,1520,2656,1207,782,-1653,3
15508,1072,2532,1242,-845,1009,3
15684,560,2256,2041,-1947,585,3
16212,1180,1416,2115,-1488,34,3
15944,588,1008,2195,-400,609,3
16612,1460,944,2541,632,-663,3
15712,584,1616,1853,2108,-40,3
15832,384,1844,3059,678,-10,3
16532,960,1272,2866,-371,-421,3
16060,484,1708,3511,-740,1099,3
16556,1760,1496,3773,-620,242,3
15676,-268,1556,3311,499,298,3
16276,2252,1676,3885,-1440,-626,3
16388,2096,1104,3600,-1507,959,3
16184,984,1356,3265,-1096,235,3
16348,2196,1240,3919,-458,52,3
15660,728,1476,3717,289,-459,3
16188,2272,1156,4490,-36,-1124,3
16500,2056,1288,4174,395,-201,3
16072,2116,1312,3852,13,364,3
16532,1472,1556,3638,-855,1326,3
16516,1376,1388,2946,102,-65,3
16300,1964,1212,3096,160,863,3
15632,1488,1444,2270,605,-226,3
15872,1804,1900,2963,779,-926,3
15704,1276,2116,3094,971,-2451,3
15908,1960,2160,3534,348,-1261,3
15692,2364,2088,3469,-1054,-898,3
16492,3028,1596,2558,-1037,-345,3
16140,1308,1916,2198,-1461,-308,3
17148,3572,1024,2479,-1524,-217,3
16128,1556,1092,1585,-472,1019,3
16300,2248,816,2812,-1115,667,3
16920,1384,472,2420,-1017,827,3
17416,2528,112,3074,-1154,1067,3
16804,2224,-332,1902,537,1353,3
16372,2588,276,2281,1137,860,3
16112,2252,360,1649,1285,880,3
16476,1952,172,1800,-149,2365,3
16528,1464,88,1419,-456,1728,3
16408,1988,-392,1408,-8,2004,3
